,ISO,Country,Data source,Sector,Gas,Unit,Year,Value,Timestamp
9436,KEN,Kenya,Climate Watch,Agriculture,CH4,MtCO₂e,2005,16.53,2005-01-01
9437,POL,Poland,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,33.86,2005-01-01
9438,UKR,Ukraine,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,33.25,2005-01-01
9439,ITA,Italy,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,34.27,2005-01-01
9440,ZAF,South Africa,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,32.06,2005-01-01
9441,PRY,Paraguay,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,22.39,2005-01-01
9442,NGA,Nigeria,Climate Watch,Agriculture,N2O,MtCO₂e,2005,23.85,2005-01-01
9443,MNG,Mongolia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,16.81,2005-01-01
9444,TUR,Türkiye,Climate Watch,Agriculture,N2O,MtCO₂e,2005,21.6,2005-01-01
9445,DEU,Germany,Climate Watch,Agriculture,CH4,MtCO₂e,2005,34.83,2005-01-01
9446,BOL,Bolivia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,23.76,2005-01-01
9447,FRA,France,Climate Watch,Agriculture,N2O,MtCO₂e,2005,33.79,2005-01-01
9448,KAZ,Kazakhstan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,22.99,2005-01-01
9449,TCD,Chad,Climate Watch,Agriculture,N2O,MtCO₂e,2005,13.76,2005-01-01
9450,SDN,Sudan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,26.4,2005-01-01
9451,COD,Democratic Republic of the Congo,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,27.44,2005-01-01
9452,UGA,Uganda,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,16.38,2005-01-01
9453,URY,Uruguay,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,27.57,2005-01-01
9454,NZL,New Zealand,Climate Watch,Agriculture,CH4,MtCO₂e,2005,28.22,2005-01-01
9455,VEN,Venezuela,Climate Watch,Agriculture,CH4,MtCO₂e,2005,27.54,2005-01-01
9456,GBR,United Kingdom,Climate Watch,Agriculture,CH4,MtCO₂e,2005,29.41,2005-01-01
9457,BGD,Bangladesh,Climate Watch,Agriculture,N2O,MtCO₂e,2005,19.3,2005-01-01
9458,PER,Peru,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,23.89,2005-01-01
9459,SSD,South Sudan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,24.34,2005-01-01
9460,NPL,Nepal,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,20.99,2005-01-01
9461,TUR,Türkiye,Climate Watch,Agriculture,CH4,MtCO₂e,2005,15.06,2005-01-01
9462,DEU,Germany,Climate Watch,Agriculture,N2O,MtCO₂e,2005,31.2,2005-01-01
9463,ESP,Spain,Climate Watch,Agriculture,CH4,MtCO₂e,2005,25.28,2005-01-01
9464,BFA,Burkina Faso,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,18.25,2005-01-01
9465,UKR,Ukraine,Climate Watch,Agriculture,N2O,MtCO₂e,2005,15.06,2005-01-01
9466,IRL,Ireland,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,23.99,2005-01-01
9467,CAN,Canada,Climate Watch,Agriculture,CH4,MtCO₂e,2005,29.08,2005-01-01
9468,GBR,United Kingdom,Climate Watch,Agriculture,N2O,MtCO₂e,2005,24.72,2005-01-01
9469,BLR,Belarus,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,23.43,2005-01-01
9470,TZA,Tanzania,Climate Watch,Agriculture,N2O,MtCO₂e,2005,17.91,2005-01-01
9471,MLI,Mali,Climate Watch,Agriculture,CH4,MtCO₂e,2005,13.62,2005-01-01
9472,UZB,Uzbekistan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,11.53,2005-01-01
9473,MDG,Madagascar,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,23.92,2005-01-01
9474,KHM,Cambodia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,18.6,2005-01-01
9475,EGY,Egypt,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,31.85,2005-01-01
9476,ZMB,Zambia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,22.88,2005-01-01
9477,SOM,Somalia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,24.7,2005-01-01
9478,NER,Niger,Climate Watch,Agriculture,CH4,MtCO₂e,2005,11.57,2005-01-01
9479,PRY,Paraguay,Climate Watch,Agriculture,CH4,MtCO₂e,2005,15.59,2005-01-01
9480,VNM,Vietnam,Climate Watch,Agriculture,N2O,MtCO₂e,2005,17.02,2005-01-01
9481,JPN,Japan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,24.91,2005-01-01
9482,ITA,Italy,Climate Watch,Agriculture,CH4,MtCO₂e,2005,21.22,2005-01-01
9483,BOL,Bolivia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,16.08,2005-01-01
9484,GIN,Guinea,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,11.49,2005-01-01
9485,COL,Colombia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,17.48,2005-01-01
9486,SSD,South Sudan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,19.99,2005-01-01
9487,NPL,Nepal,Climate Watch,Agriculture,CH4,MtCO₂e,2005,17.16,2005-01-01
9488,KEN,Kenya,Climate Watch,Agriculture,N2O,MtCO₂e,2005,10.18,2005-01-01
9489,URY,Uruguay,Climate Watch,Agriculture,CH4,MtCO₂e,2005,20.29,2005-01-01
9490,POL,Poland,Climate Watch,Agriculture,N2O,MtCO₂e,2005,19.02,2005-01-01
9491,KAZ,Kazakhstan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,14.1,2005-01-01
9492,NLD,Netherlands,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,18.92,2005-01-01
9493,KHM,Cambodia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,15.34,2005-01-01
9494,PER,Peru,Climate Watch,Agriculture,CH4,MtCO₂e,2005,16.68,2005-01-01
9495,CAF,Central African Republic,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,19.3,2005-01-01
9496,MOZ,Mozambique,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,18.33,2005-01-01
9497,IRN,Iran,Climate Watch,Agriculture,N2O,MtCO₂e,2005,19.89,2005-01-01
9498,IRN,Iran,Climate Watch,Agriculture,CH4,MtCO₂e,2005,23.37,2005-01-01
9499,AGO,Angola,Climate Watch,Agriculture,CH4,MtCO₂e,2005,17.87,2005-01-01
9500,AGO,Angola,Climate Watch,Agriculture,N2O,MtCO₂e,2005,17.68,2005-01-01
9501,MNG,Mongolia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,7.74,2005-01-01
9502,ESP,Spain,Climate Watch,Agriculture,N2O,MtCO₂e,2005,15.82,2005-01-01
9503,THA,Thailand,Climate Watch,Agriculture,N2O,MtCO₂e,2005,14.88,2005-01-01
9504,UGA,Uganda,Climate Watch,Agriculture,CH4,MtCO₂e,2005,9.35,2005-01-01
9505,ZAF,South Africa,Climate Watch,Agriculture,N2O,MtCO₂e,2005,14.65,2005-01-01
9506,MDG,Madagascar,Climate Watch,Agriculture,CH4,MtCO₂e,2005,16.06,2005-01-01
9507,ZAF,South Africa,Climate Watch,Agriculture,CH4,MtCO₂e,2005,17.42,2005-01-01
9508,SOM,Somalia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,17.49,2005-01-01
9509,ROU,Romania,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,16.89,2005-01-01
9510,UZB,Uzbekistan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.88,2005-01-01
9511,MAR,Morocco,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,13.24,2005-01-01
9512,MLI,Mali,Climate Watch,Agriculture,N2O,MtCO₂e,2005,9.09,2005-01-01
9513,BFA,Burkina Faso,Climate Watch,Agriculture,CH4,MtCO₂e,2005,10.65,2005-01-01
9514,AFG,Afghanistan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,12.07,2005-01-01
9515,KOR,South Korea,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,14.14,2005-01-01
9516,BLR,Belarus,Climate Watch,Agriculture,N2O,MtCO₂e,2005,14.6,2005-01-01
9517,IRL,Ireland,Climate Watch,Agriculture,CH4,MtCO₂e,2005,14.7,2005-01-01
9518,POL,Poland,Climate Watch,Agriculture,CH4,MtCO₂e,2005,14.84,2005-01-01
9519,BWA,Botswana,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.02,2005-01-01
9520,NZL,New Zealand,Climate Watch,Agriculture,N2O,MtCO₂e,2005,15.04,2005-01-01
9521,MNG,Mongolia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,9.07,2005-01-01
9522,GIN,Guinea,Climate Watch,Agriculture,CH4,MtCO₂e,2005,7.3,2005-01-01
9523,COD,Democratic Republic of the Congo,Climate Watch,Agriculture,N2O,MtCO₂e,2005,14.08,2005-01-01
9524,JPN,Japan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,16.22,2005-01-01
9525,COD,Democratic Republic of the Congo,Climate Watch,Agriculture,CH4,MtCO₂e,2005,13.37,2005-01-01
9526,CMR,Cameroon,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,14.36,2005-01-01
9527,EGY,Egypt,Climate Watch,Agriculture,N2O,MtCO₂e,2005,15.5,2005-01-01
9528,SEN,Senegal,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,9.96,2005-01-01
9529,NER,Niger,Climate Watch,Agriculture,N2O,MtCO₂e,2005,6.6,2005-01-01
9530,ECU,Ecuador,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,14.3,2005-01-01
9531,DZA,Algeria,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,8.86,2005-01-01
9532,MMR,Myanmar,Climate Watch,Agriculture,N2O,MtCO₂e,2005,12.28,2005-01-01
9533,NIC,Nicaragua,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,8.11,2005-01-01
9534,TKM,Turkmenistan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,9.39,2005-01-01
9535,ZMB,Zambia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,11.98,2005-01-01
9536,ITA,Italy,Climate Watch,Agriculture,N2O,MtCO₂e,2005,13.05,2005-01-01
9537,NLD,Netherlands,Climate Watch,Agriculture,CH4,MtCO₂e,2005,11.51,2005-01-01
9538,PHL,Philippines,Climate Watch,Agriculture,N2O,MtCO₂e,2005,10.02,2005-01-01
9539,UGA,Uganda,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.03,2005-01-01
9540,MYS,Malaysia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,11.59,2005-01-01
9541,LAO,Laos,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.31,2005-01-01
9542,VEN,Venezuela,Climate Watch,Agriculture,N2O,MtCO₂e,2005,11.72,2005-01-01
9543,GTM,Guatemala,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.51,2005-01-01
9544,AFG,Afghanistan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,8.5,2005-01-01
9545,GHA,Ghana,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,8.84,2005-01-01
9546,DNK,Denmark,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,10.7,2005-01-01
9547,KAZ,Kazakhstan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,8.89,2005-01-01
9548,ZMB,Zambia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,10.9,2005-01-01
9549,CHL,Chile,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,12.53,2005-01-01
9550,ZWE,Zimbabwe,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,11.28,2005-01-01
9551,MWI,Malawi,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.91,2005-01-01
9552,MRT,Mauritania,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.93,2005-01-01
9553,PRY,Paraguay,Climate Watch,Agriculture,N2O,MtCO₂e,2005,6.8,2005-01-01
9554,BFA,Burkina Faso,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.61,2005-01-01
9555,KOR,South Korea,Climate Watch,Agriculture,CH4,MtCO₂e,2005,8.89,2005-01-01
9556,CAF,Central African Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2005,9.99,2005-01-01
9557,CUB,Cuba,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,10.0,2005-01-01
9558,DOM,Dominican Republic,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.0,2005-01-01
9559,BOL,Bolivia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.68,2005-01-01
9560,IRL,Ireland,Climate Watch,Agriculture,N2O,MtCO₂e,2005,9.29,2005-01-01
9561,NAM,Namibia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,8.18,2005-01-01
9562,BEL,Belgium,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,9.94,2005-01-01
9563,EGY,Egypt,Climate Watch,Agriculture,CH4,MtCO₂e,2005,16.35,2005-01-01
9564,MOZ,Mozambique,Climate Watch,Agriculture,CH4,MtCO₂e,2005,9.27,2005-01-01
9565,BLR,Belarus,Climate Watch,Agriculture,CH4,MtCO₂e,2005,8.82,2005-01-01
9566,UKR,Ukraine,Climate Watch,Agriculture,CH4,MtCO₂e,2005,18.19,2005-01-01
9567,MOZ,Mozambique,Climate Watch,Agriculture,N2O,MtCO₂e,2005,9.06,2005-01-01
9568,NIC,Nicaragua,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.76,2005-01-01
9569,PER,Peru,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.21,2005-01-01
9570,HUN,Hungary,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.5,2005-01-01
9571,ECU,Ecuador,Climate Watch,Agriculture,CH4,MtCO₂e,2005,10.06,2005-01-01
9572,CAF,Central African Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2005,9.3,2005-01-01
9573,ROU,Romania,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.04,2005-01-01
9574,URY,Uruguay,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.28,2005-01-01
9575,IRQ,Iraq,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.4,2005-01-01
9576,MAR,Morocco,Climate Watch,Agriculture,N2O,MtCO₂e,2005,6.92,2005-01-01
9577,SWE,Sweden,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.94,2005-01-01
9578,YEM,Yemen,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.7,2005-01-01
9579,AZE,Azerbaijan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,5.87,2005-01-01
9580,LAO,Laos,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.44,2005-01-01
9581,JPN,Japan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,8.69,2005-01-01
9582,MAR,Morocco,Climate Watch,Agriculture,CH4,MtCO₂e,2005,6.32,2005-01-01
9583,ROU,Romania,Climate Watch,Agriculture,CH4,MtCO₂e,2005,9.85,2005-01-01
9584,CMR,Cameroon,Climate Watch,Agriculture,CH4,MtCO₂e,2005,8.03,2005-01-01
9585,SEN,Senegal,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.72,2005-01-01
9586,SAU,Saudi Arabia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.15,2005-01-01
9587,AUT,Austria,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.58,2005-01-01
9588,BWA,Botswana,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.62,2005-01-01
9589,DZA,Algeria,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.05,2005-01-01
9590,HND,Honduras,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.06,2005-01-01
9591,BWA,Botswana,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.4,2005-01-01
9592,GRC,Greece,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,8.77,2005-01-01
9593,PRT,Portugal,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.86,2005-01-01
9594,TJK,Tajikistan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,3.62,2005-01-01
9595,NLD,Netherlands,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.41,2005-01-01
9596,FIN,Finland,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.02,2005-01-01
9597,CUB,Cuba,Climate Watch,Agriculture,CH4,MtCO₂e,2005,7.17,2005-01-01
9598,MRT,Mauritania,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.38,2005-01-01
9599,MDG,Madagascar,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.86,2005-01-01
9600,GTM,Guatemala,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.43,2005-01-01
9601,GIN,Guinea,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.2,2005-01-01
9602,CIV,Côte d'Ivoire,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.54,2005-01-01
9603,MYS,Malaysia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,6.81,2005-01-01
9604,CZE,Czech Republic,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.22,2005-01-01
9605,LKA,Sri Lanka,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,5.93,2005-01-01
9606,TKM,Turkmenistan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.67,2005-01-01
9607,DOM,Dominican Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.77,2005-01-01
9608,SOM,Somalia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,7.21,2005-01-01
9609,ZWE,Zimbabwe,Climate Watch,Agriculture,CH4,MtCO₂e,2005,6.45,2005-01-01
9610,NPL,Nepal,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.83,2005-01-01
9611,DNK,Denmark,Climate Watch,Agriculture,CH4,MtCO₂e,2005,6.27,2005-01-01
9612,MWI,Malawi,Climate Watch,Agriculture,N2O,MtCO₂e,2005,1.59,2005-01-01
9613,SYR,Syria,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,8.59,2005-01-01
9614,BEL,Belgium,Climate Watch,Agriculture,CH4,MtCO₂e,2005,6.59,2005-01-01
9615,BEN,Benin,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,4.84,2005-01-01
9616,HUN,Hungary,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.86,2005-01-01
9617,KGZ,Kyrgyzstan,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,3.64,2005-01-01
9618,LTU,Lithuania,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,6.07,2005-01-01
9619,CMR,Cameroon,Climate Watch,Agriculture,N2O,MtCO₂e,2005,6.32,2005-01-01
9620,BGR,Bulgaria,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,5.01,2005-01-01
9621,TKM,Turkmenistan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.72,2005-01-01
9622,GHA,Ghana,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.66,2005-01-01
9623,SRB,Serbia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,7.0,2005-01-01
9624,CHE,Switzerland,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,5.89,2005-01-01
9625,DZA,Algeria,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.81,2005-01-01
9626,SEN,Senegal,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.24,2005-01-01
9627,CHL,Chile,Climate Watch,Agriculture,CH4,MtCO₂e,2005,7.1,2005-01-01
9628,NOR,Norway,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,5.46,2005-01-01
9629,KOR,South Korea,Climate Watch,Agriculture,N2O,MtCO₂e,2005,5.25,2005-01-01
9630,NAM,Namibia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.69,2005-01-01
9631,PRK,North Korea,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,5.94,2005-01-01
9632,CHL,Chile,Climate Watch,Agriculture,N2O,MtCO₂e,2005,5.43,2005-01-01
9633,GHA,Ghana,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.19,2005-01-01
9634,PRT,Portugal,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.65,2005-01-01
9635,LKA,Sri Lanka,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.09,2005-01-01
9636,SWE,Sweden,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.15,2005-01-01
9637,TUN,Tunisia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,4.64,2005-01-01
9638,FIN,Finland,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.57,2005-01-01
9639,AUT,Austria,Climate Watch,Agriculture,CH4,MtCO₂e,2005,5.02,2005-01-01
9640,YEM,Yemen,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.98,2005-01-01
9641,ERI,Eritrea,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,4.21,2005-01-01
9642,HND,Honduras,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.11,2005-01-01
9643,TJK,Tajikistan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.6,2005-01-01
9644,DNK,Denmark,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.43,2005-01-01
9645,MYS,Malaysia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.79,2005-01-01
9646,HTI,Haiti,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,4.27,2005-01-01
9647,ECU,Ecuador,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.23,2005-01-01
9648,KHM,Cambodia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.25,2005-01-01
9649,IRQ,Iraq,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.43,2005-01-01
9650,AFG,Afghanistan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.58,2005-01-01
9651,ZWE,Zimbabwe,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.84,2005-01-01
9652,NAM,Namibia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.49,2005-01-01
9653,GTM,Guatemala,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.07,2005-01-01
9654,LTU,Lithuania,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.73,2005-01-01
9655,SLE,Sierra Leone,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.61,2005-01-01
9656,AZE,Azerbaijan,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.37,2005-01-01
9657,SAU,Saudi Arabia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.54,2005-01-01
9658,MWI,Malawi,Climate Watch,Agriculture,CH4,MtCO₂e,2005,1.32,2005-01-01
9659,KGZ,Kyrgyzstan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.36,2005-01-01
9660,AZE,Azerbaijan,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.5,2005-01-01
9661,CHE,Switzerland,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.08,2005-01-01
9662,IRQ,Iraq,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.97,2005-01-01
9663,BGR,Bulgaria,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.7,2005-01-01
9664,CRI,Costa Rica,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,3.21,2005-01-01
9665,GRC,Greece,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.6,2005-01-01
9666,RWA,Rwanda,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.25,2005-01-01
9667,PAN,Panama,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,3.47,2005-01-01
9668,PRK,North Korea,Climate Watch,Agriculture,CH4,MtCO₂e,2005,4.04,2005-01-01
9669,CZE,Czech Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.02,2005-01-01
9670,SYR,Syria,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.93,2005-01-01
9671,NIC,Nicaragua,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.35,2005-01-01
9672,CIV,Côte d'Ivoire,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.43,2005-01-01
9673,SAU,Saudi Arabia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.61,2005-01-01
9674,GRC,Greece,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.18,2005-01-01
9675,YEM,Yemen,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.72,2005-01-01
9676,BEN,Benin,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.65,2005-01-01
9677,MRT,Mauritania,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.56,2005-01-01
9678,BEL,Belgium,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.34,2005-01-01
9679,SRB,Serbia,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.92,2005-01-01
9680,SWE,Sweden,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.8,2005-01-01
9681,DOM,Dominican Republic,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.24,2005-01-01
9682,LVA,Latvia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.8,2005-01-01
9683,TGO,Togo,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.75,2005-01-01
9684,CIV,Côte d'Ivoire,Climate Watch,Agriculture,N2O,MtCO₂e,2005,3.11,2005-01-01
9685,HTI,Haiti,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.96,2005-01-01
9686,ERI,Eritrea,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.73,2005-01-01
9687,LAO,Laos,Climate Watch,Agriculture,N2O,MtCO₂e,2005,1.88,2005-01-01
9688,CUB,Cuba,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.83,2005-01-01
9689,CZE,Czech Republic,Climate Watch,Agriculture,CH4,MtCO₂e,2005,3.2,2005-01-01
9690,LBY,Libya,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.41,2005-01-01
9691,SLE,Sierra Leone,Climate Watch,Agriculture,CH4,MtCO₂e,2005,1.88,2005-01-01
9692,BDI,Burundi,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,1.2,2005-01-01
9693,NOR,Norway,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.79,2005-01-01
9694,BEN,Benin,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.18,2005-01-01
9695,COG,Republic of Congo,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.88,2005-01-01
9696,HRV,Croatia,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,3.22,2005-01-01
9697,TUN,Tunisia,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.31,2005-01-01
9698,HUN,Hungary,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.64,2005-01-01
9699,PNG,Papua New Guinea,Climate Watch,Agriculture,All GHG,MtCO₂e,2005,2.45,2005-01-01
9700,AUT,Austria,Climate Watch,Agriculture,N2O,MtCO₂e,2005,2.56,2005-01-01
9701,SYR,Syria,Climate Watch,Agriculture,N2O,MtCO₂e,2005,4.67,2005-01-01
9702,NOR,Norway,Climate Watch,Agriculture,CH4,MtCO₂e,2005,2.67,2005-01-01
9703,HND,Honduras,Climate Watch,Agriculture,N2O,MtCO₂e,2005,1.95,2005-01-01
